sar_before,sar_after,sar_difference,sar_change,elevation,slope,aspect,water_occurrence,river_distance,water_distance,annual_precipitation,flood_season_precipitation,pre_flood_precipitation,upstream_precipitation,flood_month,flood_label,year
-22.5,-28.8,1.28,-6.3,410.0,1.0,180.0,85.0,5.2,0.0,920.0,780.0,65.0,1.4,8.0,1.0,2012
-25.2,-24.8,1.02,0.4,415.0,2.0,45.0,15.0,45.2,12.0,780.0,650.0,35.0,0.8,3.0,0.0,2013
-21.8,-29.5,1.35,-7.7,405.0,0.0,0.0,92.0,2.1,0.0,885.0,750.0,72.0,1.6,7.0,1.0,2014
-26.8,-25.9,1.03,0.9,418.0,1.0,225.0,8.0,78.5,25.0,720.0,580.0,28.0,0.6,10.0,0.0,2015
-24.9,-24.1,0.97,0.8,412.0,0.0,0.0,22.0,92.1,35.0,810.0,690.0,42.0,0.9,6.0,0.0,2017
-27.1,-26.3,1.03,0.8,420.0,2.0,315.0,12.0,65.8,18.0,750.0,620.0,31.0,0.7,11.0,0.0,2018
-14.837935447692873,-14.23817253112793,0.9595791101455688,0.5997629761695862,429.0,0.0,180.0,3.0,230.41050720214844,25.238859176635746,1057.062744140625,842.304931640625,85.3074951171875,1.6140750646591189,5.0,0.0,2019
-28.43975830078125,-28.170137405395508,0.9905195832252502,0.2696205079555511,406.0,0.0,0.0,87.0,0.0,0.0,830.2289428710938,738.5054321289062,37.02191925048828,0.8223686814308167,5.0,0.0,2019
-29.09505653381348,-28.17246055603028,0.9682902693748474,0.9225961565971376,408.0,1.0,27.0,38.0,81.98780059814453,1.0,823.2288208007812,729.7334594726562,33.66881561279297,0.8060008883476257,5.0,0.0,2019
-19.37646675109864,-26.62906837463379,1.37429940700531,-7.252600193023682,413.0,1.0,64.0,31.0,169.75570678710938,22.627416610717773,948.3087158203124,813.0830078125,46.63179016113281,1.1279783248901367,5.0,1.0,2019
-21.33976936340332,-22.562911987304688,1.0573174953460691,-1.2231433391571045,401.0,1.0,346.0,48.0,68.87670135498047,1.0,843.9578857421875,757.6726684570312,28.155824661254883,0.7250060439109802,5.0,0.0,2019
-16.4735050201416,-15.992294311523438,0.9707887768745422,0.4812115728855133,400.0,0.0,225.0,2.0,63.65532302856445,61.52235412597656,914.5833129882812,846.0529174804688,20.79107666015625,0.7303911447525024,5.0,0.0,2019
-18.004383087158203,-28.387924194335938,1.5767228603363037,-10.383540153503418,404.0,1.0,135.0,12.0,83.81526947021484,8.485280990600586,899.0938720703125,800.4469604492188,31.56325340270996,0.9067215919494628,5.0,1.0,2019
-23.409568786621094,-20.04780387878418,0.856393575668335,3.361764669418335,411.0,1.0,244.0,2.0,62.0322494506836,8.0,836.9899291992188,733.4349365234375,37.141334533691406,0.8874896168708801,5.0,0.0,2019
-18.319873809814453,-23.004697799682617,1.2557235956192017,-4.684823513031006,407.0,0.0,0.0,58.0,1.4142135381698608,0.0,931.4295654296876,781.6810913085938,50.51560974121094,1.2280926704406738,5.0,1.0,2019
-32.44780349731445,-32.6209716796875,1.005336880683899,-0.1731701642274856,397.0,0.0,0.0,75.0,1.0,0.0,967.4794921875,912.3436279296876,25.932371139526367,0.6104620695114136,5.0,0.0,2019
-30.614341735839844,-30.28899383544922,0.9893726706504822,0.3253482580184936,400.0,0.0,0.0,58.0,83.86298370361328,0.0,856.1621704101562,767.8470458984375,25.67750358581543,0.7483199238777161,5.0,0.0,2019
-28.8138370513916,-32.59273147583008,1.1311486959457395,-3.778895616531372,418.0,0.0,0.0,95.0,0.0,0.0,928.2178955078124,751.3174438476562,60.76396560668945,1.4133684635162354,5.0,0.0,2019
-24.098539352416992,-27.309978485107425,1.1332627534866333,-3.211437940597534,420.0,0.0,0.0,61.0,1.4142135381698608,0.0,860.0473022460938,715.184326171875,78.30602264404297,1.3588101863861084,5.0,0.0,2020
-25.315269470214844,-28.520246505737305,1.1266024112701416,-3.2049753665924072,398.0,0.0,0.0,71.0,1.4142135381698608,0.0,835.2335815429688,761.0704345703125,33.78452682495117,0.7986284494400024,5.0,0.0,2020
-27.72736167907715,-28.575258255004883,1.0305798053741455,-0.8478957414627075,412.0,0.0,0.0,97.0,0.0,0.0,814.5596313476562,672.2175903320312,85.91752624511719,1.3620710372924805,5.0,0.0,2020
-14.522133827209473,-12.876187324523926,0.8866595029830933,1.6459459066390991,399.0,2.0,292.0,11.0,98.50888061523438,33.734256744384766,816.742431640625,724.5723266601562,42.40729904174805,0.998868763446808,5.0,0.0,2020
-22.6224422454834,-23.611427307128903,1.0437169075012207,-0.9889838099479676,400.0,1.0,252.0,7.0,193.33132934570312,82.134033203125,862.1600952148438,790.267578125,31.63357162475586,0.779560387134552,5.0,0.0,2020
-16.87157440185547,-14.621397972106934,0.8666291832923889,2.250175952911377,411.0,0.0,0.0,54.0,11.180339813232422,0.0,790.3423461914062,659.0359497070312,84.35658264160156,1.282167911529541,5.0,0.0,2020
-16.866317749023438,-14.459993362426758,0.8573296070098877,2.40632438659668,418.0,1.0,303.0,12.0,33.12099075317383,3.605551242828369,910.046142578125,758.10400390625,87.57766723632812,1.4346911907196045,5.0,0.0,2020
-23.5058708190918,-26.71466827392578,1.1365104913711548,-3.2087972164154053,400.0,1.0,207.0,4.0,112.96902465820312,110.0227279663086,811.0493774414062,710.8775024414062,49.90238952636719,1.068259358406067,5.0,0.0,2020
-20.9,-31.2,1.49,-10.3,408.0,1.0,90.0,95.0,1.8,0.0,950.0,820.0,85.0,1.8,7.0,1.0,2020
-15.400840759277344,-15.789402961730955,1.0252299308776855,-0.388561487197876,403.0,1.0,90.0,11.0,6.324555397033691,4.4721360206604,823.9953002929688,724.9458618164062,47.74211502075195,0.9758464097976683,5.0,0.0,2020
-22.579025268554688,-25.113571166992188,1.1122522354125977,-2.5345458984375,402.0,1.0,116.0,10.0,103.27632904052734,50.990196228027344,813.4992065429688,715.561767578125,46.12765884399414,1.0436314344406128,5.0,0.0,2020
-17.32219123840332,-14.167652130126951,0.8178903460502625,3.154537916183472,413.0,1.0,27.0,6.0,174.0,171.82839965820312,885.3570556640625,719.8163452148438,99.12256622314452,1.5421987771987915,5.0,0.0,2020
-19.810434341430664,-22.70388984680176,1.14605712890625,-2.8934555053710938,404.0,0.0,135.0,3.0,86.33075714111328,29.529645919799805,798.9808349609375,707.79736328125,42.46148681640625,0.9771700501441956,5.0,0.0,2020
-19.5,-33.8,1.73,-14.3,402.0,2.0,270.0,98.0,0.5,0.0,1050.0,900.0,95.0,2.1,7.0,1.0,2021
-27.550094604492188,-27.0346908569336,0.9812921285629272,0.5154040455818176,409.0,0.0,90.0,16.0,66.128662109375,26.172504425048828,742.03466796875,636.0956420898438,50.44979095458984,1.0606129169464111,5.0,0.0,2021
-19.12568092346192,-18.69675064086914,0.9775730967521667,0.4289296269416809,413.0,2.0,11.0,20.0,23.25940704345703,2.0,770.06494140625,653.4756469726562,55.18280029296875,1.1515130996704102,5.0,0.0,2021
-27.18427467346192,-29.151309967041016,1.072359323501587,-1.967034935951233,402.0,1.0,270.0,59.0,10.198039054870604,0.0,778.1661376953125,674.5830078125,43.1317024230957,0.9665877223014832,5.0,0.0,2021
-28.32969665527344,-29.252243041992188,1.032564640045166,-0.9225478172302246,400.0,1.0,90.0,40.0,6.0,1.0,815.4802856445312,684.8460083007812,38.84262847900391,1.1970022916793823,5.0,0.0,2021
-30.30548858642578,-28.80570602416992,0.9505111575126648,1.499782681465149,402.0,2.0,0.0,49.0,5.099019527435303,1.0,765.1414794921875,652.6724853515625,41.63174057006836,1.018081545829773,5.0,0.0,2021
-27.89060401916504,-26.55397605895996,0.952076017856598,1.3366283178329468,398.0,2.0,270.0,53.0,18.439088821411133,0.0,792.3057861328125,673.7130737304688,29.636842727661133,1.0892852544784546,5.0,0.0,2021
-24.840255737304688,-26.284496307373047,1.0581411123275757,-1.4442408084869385,418.0,3.0,90.0,78.0,1.0,0.0,778.1578979492188,622.712890625,77.93862915039062,1.3981858491897583,5.0,0.0,2021
-30.16581153869629,-28.3641414642334,0.94027441740036,1.8016706705093384,407.0,1.0,27.0,34.0,1.0,1.0,800.51708984375,672.5022583007812,32.884307861328125,1.193199634552002,5.0,0.0,2021
-14.398727416992188,-15.992605209350586,1.110695719718933,-1.5938782691955566,422.0,1.0,108.0,4.0,44.0113639831543,24.75883674621582,784.8600463867188,631.7069702148438,81.92430877685547,1.3808751106262207,5.0,0.0,2021
-20.2,-32.1,1.59,-11.9,406.0,1.0,180.0,94.0,3.2,0.0,980.0,850.0,78.0,1.9,7.0,1.0,2022
-28.943397521972656,-27.724666595458984,0.957892656326294,1.218730092048645,413.0,0.0,0.0,92.0,0.0,0.0,761.7500610351562,608.8233642578125,94.98869323730467,1.482946276664734,5.0,0.0,2022
-16.421619415283203,-17.176292419433594,1.045956015586853,-0.7546719312667847,421.0,1.0,116.0,11.0,89.58794403076172,23.34523582458496,793.1177978515625,626.8670654296875,96.8530731201172,1.483940839767456,5.0,0.0,2022
-27.47121238708496,-28.217947006225582,1.0271824598312378,-0.7467358112335205,416.0,0.0,0.0,58.0,6.7082037925720215,0.0,801.9478759765625,638.830322265625,97.2626495361328,1.545257568359375,5.0,0.0,2022
-28.064077377319336,-28.55405044555664,1.0174591541290283,-0.4899736940860748,402.0,2.0,217.0,35.0,13.0,1.0,704.9050903320312,641.3639526367188,39.06237030029297,0.6992517709732056,5.0,0.0,2022
-21.90799140930176,-19.546913146972656,0.8922275304794312,2.361077785491944,420.0,0.0,90.0,2.0,57.00876998901367,19.416488647460938,781.7218017578125,606.504150390625,108.13388061523438,1.591620922088623,5.0,0.0,2022
-22.25196075439453,-26.14159774780273,1.1747996807098389,-3.889635801315308,424.0,1.0,45.0,18.0,31.78049659729004,28.28427124023437,797.13232421875,611.6594848632812,112.25396728515624,1.6481963396072388,5.0,0.0,2022
-22.38695526123047,-21.058279037475582,0.9406495094299316,1.3286772966384888,416.0,1.0,244.0,42.0,82.68010711669922,3.1622776985168457,818.2008056640625,655.88623046875,95.08039855957033,1.4743868112564087,5.0,0.0,2022
-13.780920028686523,-15.932740211486816,1.1561449766159058,-2.1518208980560303,413.0,1.0,34.0,13.0,72.00694274902344,38.94868469238281,779.2276611328125,625.4754638671875,92.2904815673828,1.4081073999404907,5.0,0.0,2022
-28.450233459472656,-28.440298080444336,0.9996507167816162,0.0099369697272777,399.0,1.0,27.0,64.0,43.26661682128906,0.0,748.2913818359375,686.6986083984375,30.83315086364746,0.6843643188476562,5.0,0.0,2022
-16.215538024902344,-15.746670722961426,0.9710853099822998,0.4688677489757538,407.0,0.0,270.0,32.0,71.21797180175781,3.0,703.2000732421875,609.2366333007812,51.007774353027344,0.9109561443328856,5.0,0.0,2022
-21.59601783752441,-30.91824531555176,1.431664228439331,-9.32222843170166,407.0,0.0,315.0,5.0,112.53887939453124,14.142135620117188,755.42138671875,652.8432006835938,52.20068740844727,0.8215619325637817,5.0,1.0,2023
-28.108936309814453,-28.888267517089844,1.0277254581451416,-0.7793318629264832,411.0,0.0,0.0,96.0,0.0,0.0,711.86572265625,577.222412109375,83.92671966552734,1.1371374130249023,5.0,0.0,2023
-18.872255325317383,-19.78678321838379,1.0484589338302612,-0.9145286083221436,401.0,1.0,180.0,11.0,158.75137329101562,107.04204559326172,759.3616333007812,691.2543334960938,37.02618408203125,0.5753469467163086,5.0,0.0,2023
-25.653324127197266,-28.39328384399414,1.1068072319030762,-2.739959716796875,405.0,0.0,90.0,15.0,31.38471031188965,3.605551242828369,760.5711059570312,662.3291625976562,55.03827667236328,0.7886817455291748,5.0,0.0,2023
-28.30916786193848,-32.11701583862305,1.1345093250274658,-3.807848453521729,415.0,0.0,0.0,91.0,0.0,0.0,797.5054321289062,633.5721435546875,91.32450103759766,1.2323673963546753,5.0,0.0,2023
-26.45171546936035,-31.4962158203125,1.1907060146331787,-5.04449987411499,418.0,3.0,270.0,71.0,5.099019527435303,0.0,827.0210571289062,628.0802612304688,97.80583190917967,1.2195231914520264,5.0,0.0,2023
-29.495586395263672,-26.52858543395996,0.8994086384773254,2.967001676559448,400.0,1.0,296.0,10.0,79.83106994628906,79.07591247558594,759.138671875,674.233154296875,38.25337219238281,0.6313353180885315,5.0,0.0,2023
-27.54142189025879,-31.26566505432129,1.1352232694625854,-3.724242687225342,418.0,0.0,0.0,72.0,2.0,0.0,827.0210571289062,628.0802612304688,97.80583190917967,1.2195231914520264,5.0,0.0,2023
-28.591285705566406,-30.125139236450195,1.053647518157959,-1.5338526964187622,403.0,0.0,0.0,24.0,26.4007568359375,11.704699516296388,773.3167724609375,673.3587646484375,54.71997833251953,0.8075050115585327,5.0,0.0,2023
-21.1,-30.9,1.46,-9.8,404.0,0.0,0.0,89.0,4.1,0.0,925.0,795.0,68.0,1.7,5.0,1.0,2024
-27.167755126953125,-24.675853729248047,0.9082772731781006,2.491901159286499,397.0,0.0,0.0,72.0,1.4142135381698608,0.0,772.7158813476562,726.7814331054688,23.49604034423828,0.4675253331661224,5.0,0.0,2024
